precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4149,"Christine ""Chris"" Castillo",4.0,16.67,2.0,1.0,1.0
4149,DeEtt Dresch,1.0,4.17,1.0,0.0,0.0
4149,"Eduardo ""Eddie"" Pichardo",3.0,12.5,0.0,0.0,3.0
4149,Erasmo RAZ Hernandez,2.0,8.33,1.0,0.0,1.0
4149,Gloria A. Martinez,4.0,16.67,2.0,1.0,1.0
4149,Jessica Zapata Bogardus,3.0,12.5,3.0,0.0,0.0
4149,Mary Angie Garcia,6.0,25.0,2.0,1.0,3.0
4149,Raul Davila,1.0,4.17,0.0,0.0,1.0
