precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
2139,"Christine ""Chris"" Castillo",17.0,13.82,5.0,0.0,12.0
2139,DeEtt Dresch,2.0,1.63,1.0,0.0,1.0
2139,"Eduardo ""Eddie"" Pichardo",7.0,5.69,2.0,0.0,5.0
2139,Erasmo RAZ Hernandez,8.0,6.5,0.0,0.0,8.0
2139,Gloria A. Martinez,37.0,30.08,13.0,2.0,22.0
2139,Jessica Zapata Bogardus,17.0,13.82,9.0,0.0,8.0
2139,Mary Angie Garcia,24.0,19.51,8.0,2.0,14.0
2139,Raul Davila,11.0,8.94,5.0,0.0,6.0
