precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4150,"Christine ""Chris"" Castillo",25.0,15.24,3.0,2.0,20.0
4150,DeEtt Dresch,12.0,7.32,4.0,2.0,6.0
4150,"Eduardo ""Eddie"" Pichardo",11.0,6.71,1.0,2.0,8.0
4150,Erasmo RAZ Hernandez,21.0,12.8,4.0,6.0,11.0
4150,Gloria A. Martinez,39.0,23.78,9.0,9.0,21.0
4150,Jessica Zapata Bogardus,22.0,13.41,4.0,2.0,16.0
4150,Mary Angie Garcia,24.0,14.63,8.0,1.0,15.0
4150,Raul Davila,10.0,6.1,5.0,4.0,1.0
