precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
3156,"Christine ""Chris"" Castillo",0.0,0.0,0.0,0.0,0.0
3156,DeEtt Dresch,0.0,0.0,0.0,0.0,0.0
3156,"Eduardo ""Eddie"" Pichardo",0.0,0.0,0.0,0.0,0.0
3156,Erasmo RAZ Hernandez,0.0,0.0,0.0,0.0,0.0
3156,Gloria A. Martinez,1.0,33.33,0.0,0.0,1.0
3156,Jessica Zapata Bogardus,0.0,0.0,0.0,0.0,0.0
3156,Mary Angie Garcia,2.0,66.67,0.0,0.0,2.0
3156,Raul Davila,0.0,0.0,0.0,0.0,0.0
