precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4110,"Christine ""Chris"" Castillo",32.0,18.08,18.0,0.0,14.0
4110,DeEtt Dresch,4.0,2.26,2.0,0.0,2.0
4110,"Eduardo ""Eddie"" Pichardo",7.0,3.95,5.0,0.0,2.0
4110,Erasmo RAZ Hernandez,34.0,19.21,9.0,6.0,19.0
4110,Gloria A. Martinez,37.0,20.9,15.0,2.0,20.0
4110,Jessica Zapata Bogardus,26.0,14.69,14.0,0.0,12.0
4110,Mary Angie Garcia,28.0,15.82,17.0,1.0,10.0
4110,Raul Davila,9.0,5.08,3.0,0.0,6.0
