precinct,Gloria A. Martinez,DeEtt Dresch,"Christine ""Chris"" Castillo",Erasmo RAZ Hernandez,Jessica Zapata Bogardus,Mary Angie Garcia,Raul Davila,"Eduardo ""Eddie"" Pichardo"
1001,22551,2147,16860,11204,8794,16345,4984,4200
