precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4144,"Christine ""Chris"" Castillo",7.0,28.0,2.0,0.0,5.0
4144,DeEtt Dresch,2.0,8.0,1.0,0.0,1.0
4144,"Eduardo ""Eddie"" Pichardo",1.0,4.0,0.0,0.0,1.0
4144,Erasmo RAZ Hernandez,2.0,8.0,1.0,0.0,1.0
4144,Gloria A. Martinez,4.0,16.0,2.0,0.0,2.0
4144,Jessica Zapata Bogardus,3.0,12.0,3.0,0.0,0.0
4144,Mary Angie Garcia,6.0,24.0,2.0,1.0,3.0
4144,Raul Davila,0.0,0.0,0.0,0.0,0.0
