precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
1010,"Christine ""Chris"" Castillo",23.0,27.38,8.0,0.0,15.0
1010,DeEtt Dresch,0.0,0.0,0.0,0.0,0.0
1010,"Eduardo ""Eddie"" Pichardo",4.0,4.76,1.0,0.0,3.0
1010,Erasmo RAZ Hernandez,12.0,14.29,8.0,1.0,3.0
1010,Gloria A. Martinez,17.0,20.24,9.0,1.0,7.0
1010,Jessica Zapata Bogardus,6.0,7.14,4.0,1.0,1.0
1010,Mary Angie Garcia,20.0,23.81,6.0,2.0,12.0
1010,Raul Davila,2.0,2.38,1.0,0.0,1.0
