precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4098,"Christine ""Chris"" Castillo",15.0,16.48,6.0,0.0,9.0
4098,DeEtt Dresch,2.0,2.2,2.0,0.0,0.0
4098,"Eduardo ""Eddie"" Pichardo",2.0,2.2,1.0,0.0,1.0
4098,Erasmo RAZ Hernandez,11.0,12.09,2.0,2.0,7.0
4098,Gloria A. Martinez,24.0,26.37,6.0,2.0,16.0
4098,Jessica Zapata Bogardus,22.0,24.18,7.0,1.0,14.0
4098,Mary Angie Garcia,11.0,12.09,4.0,0.0,7.0
4098,Raul Davila,4.0,4.4,0.0,1.0,3.0
