precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
1129,"Christine ""Chris"" Castillo",49.0,18.08,20.0,2.0,27.0
1129,DeEtt Dresch,8.0,2.95,6.0,0.0,2.0
1129,"Eduardo ""Eddie"" Pichardo",18.0,6.64,10.0,0.0,8.0
1129,Erasmo RAZ Hernandez,18.0,6.64,6.0,1.0,11.0
1129,Gloria A. Martinez,74.0,27.31,31.0,4.0,39.0
1129,Jessica Zapata Bogardus,33.0,12.18,19.0,2.0,12.0
1129,Mary Angie Garcia,50.0,18.45,14.0,2.0,34.0
1129,Raul Davila,21.0,7.75,10.0,1.0,10.0
