precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
1087,"Christine ""Chris"" Castillo",24.0,18.6,10.0,2.0,12.0
1087,DeEtt Dresch,4.0,3.1,1.0,0.0,3.0
1087,"Eduardo ""Eddie"" Pichardo",6.0,4.65,5.0,0.0,1.0
1087,Erasmo RAZ Hernandez,2.0,1.55,0.0,0.0,2.0
1087,Gloria A. Martinez,40.0,31.01,14.0,3.0,23.0
1087,Jessica Zapata Bogardus,18.0,13.95,8.0,2.0,8.0
1087,Mary Angie Garcia,28.0,21.71,7.0,7.0,14.0
1087,Raul Davila,7.0,5.43,3.0,0.0,4.0
