precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4176,"Christine ""Chris"" Castillo",7.0,9.21,3.0,0.0,4.0
4176,DeEtt Dresch,1.0,1.32,1.0,0.0,0.0
4176,"Eduardo ""Eddie"" Pichardo",5.0,6.58,1.0,0.0,4.0
4176,Erasmo RAZ Hernandez,13.0,17.11,2.0,2.0,9.0
4176,Gloria A. Martinez,21.0,27.63,10.0,3.0,8.0
4176,Jessica Zapata Bogardus,9.0,11.84,1.0,1.0,7.0
4176,Mary Angie Garcia,18.0,23.68,3.0,3.0,12.0
4176,Raul Davila,2.0,2.63,1.0,0.0,1.0
