precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
3114,"Christine ""Chris"" Castillo",22.0,14.57,11.0,2.0,9.0
3114,DeEtt Dresch,4.0,2.65,2.0,0.0,2.0
3114,"Eduardo ""Eddie"" Pichardo",2.0,1.32,1.0,0.0,1.0
3114,Erasmo RAZ Hernandez,29.0,19.21,9.0,6.0,14.0
3114,Gloria A. Martinez,30.0,19.87,13.0,3.0,14.0
3114,Jessica Zapata Bogardus,15.0,9.93,7.0,1.0,7.0
3114,Mary Angie Garcia,47.0,31.13,17.0,5.0,25.0
3114,Raul Davila,2.0,1.32,0.0,0.0,2.0
