precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
4156,"Christine ""Chris"" Castillo",21.0,23.33,7.0,0.0,14.0
4156,DeEtt Dresch,7.0,7.78,1.0,0.0,6.0
4156,"Eduardo ""Eddie"" Pichardo",4.0,4.44,3.0,0.0,1.0
4156,Erasmo RAZ Hernandez,10.0,11.11,4.0,0.0,6.0
4156,Gloria A. Martinez,20.0,22.22,7.0,0.0,13.0
4156,Jessica Zapata Bogardus,9.0,10.0,3.0,0.0,6.0
4156,Mary Angie Garcia,14.0,15.56,1.0,1.0,12.0
4156,Raul Davila,5.0,5.56,2.0,0.0,3.0
