precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
3022,"Christine ""Chris"" Castillo",43.0,23.37,11.0,13.0,19.0
3022,DeEtt Dresch,1.0,0.54,0.0,1.0,0.0
3022,"Eduardo ""Eddie"" Pichardo",4.0,2.17,3.0,0.0,1.0
3022,Erasmo RAZ Hernandez,43.0,23.37,10.0,11.0,22.0
3022,Gloria A. Martinez,33.0,17.93,13.0,2.0,18.0
3022,Jessica Zapata Bogardus,14.0,7.61,5.0,1.0,8.0
3022,Mary Angie Garcia,43.0,23.37,17.0,7.0,19.0
3022,Raul Davila,3.0,1.63,0.0,0.0,3.0
