precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
3107,"Christine ""Chris"" Castillo",7.0,12.28,3.0,0.0,4.0
3107,DeEtt Dresch,3.0,5.26,2.0,1.0,0.0
3107,"Eduardo ""Eddie"" Pichardo",5.0,8.77,3.0,1.0,1.0
3107,Erasmo RAZ Hernandez,6.0,10.53,1.0,5.0,0.0
3107,Gloria A. Martinez,20.0,35.09,7.0,2.0,11.0
3107,Jessica Zapata Bogardus,5.0,8.77,1.0,2.0,2.0
3107,Mary Angie Garcia,10.0,17.54,4.0,1.0,5.0
3107,Raul Davila,1.0,1.75,0.0,0.0,1.0
