precinct,candidate,total_votes,vote_pct,election_day,absentee,early_voting
2135,"Christine ""Chris"" Castillo",11.0,18.64,3.0,1.0,7.0
2135,DeEtt Dresch,2.0,3.39,2.0,0.0,0.0
2135,"Eduardo ""Eddie"" Pichardo",1.0,1.69,0.0,0.0,1.0
2135,Erasmo RAZ Hernandez,3.0,5.08,0.0,0.0,3.0
2135,Gloria A. Martinez,17.0,28.81,8.0,0.0,9.0
2135,Jessica Zapata Bogardus,5.0,8.47,1.0,1.0,3.0
2135,Mary Angie Garcia,14.0,23.73,5.0,1.0,8.0
2135,Raul Davila,6.0,10.17,4.0,1.0,1.0
